spatial_id,driving.atm.1,driving.atm.2,driving.atm.3,driving.bakery.1,driving.bakery.2,driving.bakery.3,driving.bakery.4,driving.bakery.5,driving.bank.1,driving.bank.2,driving.bank.3,driving.beauty_salon.1,driving.beauty_salon.2,driving.beauty_salon.3,driving.beauty_salon.4,driving.beauty_salon.5,driving.book_store.1,driving.book_store.2,driving.book_store.3,driving.bus_station.1,driving.bus_station.2,driving.bus_station.3,driving.cafe.1,driving.cafe.2,driving.cafe.3,driving.cafe.4,driving.cafe.5,driving.clothing_store.1,driving.clothing_store.2,driving.clothing_store.3,driving.clothing_store.4,driving.clothing_store.5,driving.convenience_store.1,driving.convenience_store.2,driving.convenience_store.3,driving.convenience_store.4,driving.convenience_store.5,driving.dentist.1,driving.dentist.2,driving.dentist.3,driving.department_store.1,driving.department_store.2,driving.department_store.3,driving.department_store.4,driving.department_store.5,driving.doctor.1,driving.doctor.2,driving.doctor.3,driving.electronics_store.1,driving.electronics_store.2,driving.electronics_store.3,driving.florist.1,driving.florist.2,driving.florist.3,driving.furniture_store.1,driving.furniture_store.2,driving.furniture_store.3,driving.gym.1,driving.gym.2,driving.gym.3,driving.hair_care.1,driving.hair_care.2,driving.hair_care.3,driving.hair_care.4,driving.hair_care.5,driving.hardware_store.1,driving.hardware_store.2,driving.hardware_store.3,driving.home_goods_store.1,driving.home_goods_store.2,driving.home_goods_store.3,driving.home_goods_store.4,driving.home_goods_store.5,driving.hospital.1,driving.hospital.2,driving.hospital.3,driving.laundry.1,driving.laundry.2,driving.laundry.3,driving.library.1,driving.library.2,driving.library.3,driving.liquor_store.1,driving.liquor_store.2,driving.liquor_store.3,driving.meal_takeaway.1,driving.meal_takeaway.2,driving.meal_takeaway.3,driving.meal_takeaway.4,driving.meal_takeaway.5,driving.park.1,driving.park.2,driving.park.3,driving.park.4,driving.park.5,driving.pet_store.1,driving.pet_store.2,driving.pet_store.3,driving.pharmacy.1,driving.pharmacy.2,driving.pharmacy.3,driving.restaurant.1,driving.restaurant.2,driving.restaurant.3,driving.restaurant.4,driving.restaurant.5,driving.restaurant.6,driving.restaurant.7,driving.restaurant.8,driving.restaurant.9,driving.restaurant.10,driving.school.1,driving.school.2,driving.school.3,driving.shoe_store.1,driving.shoe_store.2,driving.shoe_store.3,driving.shopping_mall.1,driving.shopping_mall.2,driving.shopping_mall.3,driving.store.1,driving.store.2,driving.store.3,driving.store.4,driving.store.5,driving.supermarket.1,driving.supermarket.2,driving.supermarket.3,driving.supermarket.4,driving.supermarket.5,driving.train_station.1
060770032053,7,9,10,11,12,14,14,14,11,11,12,2,2,3,6,7,9,10,12,3,4,5,12,12,13,13,15,8,8,9,9,9,8,10,10,11,12,6,7,7,12,13,13,16,18,7,7,7,9,9,10,10,13,14,10,10,11,12,12,13,8,8,8,8,9,10,10,11,4,6,6,6,7,11,11,12,8,10,10,4,10,12,7,10,10,10,10,11,11,11,8,11,11,14,15,10,10,10,7,8,9,3,4,5,5,5,5,5,6,6,6,5,7,8,10,11,12,10,11,11,2,3,3,3,4,10,11,11,11,14,17
060770032081,11,14,15,7,12,15,19,20,7,12,13,6,6,6,12,13,12,14,16,8,11,11,7,8,8,19,20,11,14,15,15,16,10,14,15,16,17,13,13,13,8,8,8,13,13,13,13,13,15,15,16,7,13,18,15,15,16,12,13,14,13,14,14,14,14,7,14,15,5,12,12,13,13,7,7,15,3,14,15,11,17,18,10,16,17,11,12,12,14,15,5,7,11,14,17,15,16,16,13,13,14,7,8,10,11,11,11,12,12,12,12,5,14,14,7,14,16,12,14,16,8,9,9,9,10,7,12,13,14,16,17
060770032082,12,12,13,9,11,16,17,18,8,13,15,5,5,5,6,10,12,13,14,8,8,9,10,10,11,14,16,10,12,12,12,12,12,14,14,14,14,10,10,11,9,9,10,18,19,10,10,10,13,13,13,9,15,18,9,13,14,14,16,18,8,11,11,12,13,9,13,14,3,9,10,10,11,9,9,16,14,14,16,8,14,15,10,13,14,12,13,13,13,13,10,10,13,16,16,13,13,13,11,12,13,5,5,7,7,8,9,9,9,9,9,5,9,11,9,13,15,13,14,14,6,6,7,7,7,9,11,13,14,15,19
060770032083,12,12,13,8,9,14,18,19,9,13,14,3,3,4,10,11,13,13,14,7,7,9,9,9,10,16,17,11,12,12,13,13,10,14,14,15,17,10,11,11,10,10,10,18,18,11,11,11,13,13,14,8,14,19,15,15,15,13,14,15,11,11,11,12,14,8,15,15,3,10,11,11,11,8,8,15,5,13,14,9,14,15,8,13,15,12,13,13,14,14,5,8,13,16,20,13,14,15,10,13,14,7,7,8,8,9,9,9,9,9,9,3,12,12,9,14,16,12,14,15,5,7,7,7,8,9,13,14,14,15,18
060770032084,10,10,11,8,9,13,16,17,8,11,12,2,2,2,8,9,11,12,12,4,5,7,9,9,10,14,15,9,10,11,11,11,8,12,12,13,15,8,9,9,10,10,10,16,16,9,9,9,11,11,12,8,12,17,13,13,13,11,12,13,9,10,10,10,12,8,13,13,2,8,9,9,9,8,8,13,5,12,12,7,12,14,6,11,13,10,11,11,12,13,5,8,11,14,18,11,12,13,9,11,12,4,4,6,7,7,7,7,7,7,7,2,10,10,9,12,14,11,12,13,4,5,5,6,6,8,11,13,13,14,16
060770032091,11,11,12,10,12,16,17,17,9,13,14,4,4,4,4,9,11,12,13,7,7,8,10,11,12,15,16,10,11,11,11,11,10,13,13,13,15,9,9,9,10,10,10,18,20,9,9,9,11,12,12,9,14,17,13,13,13,13,15,16,7,10,10,10,12,10,13,13,2,8,9,9,10,10,10,15,6,13,13,7,13,14,10,13,13,12,12,13,13,13,10,11,11,15,17,12,12,13,10,11,12,6,7,7,7,7,7,8,8,8,8,4,10,11,10,12,14,12,13,13,5,5,6,6,6,10,12,13,13,14,18
060770032092,11,11,12,10,12,16,17,17,10,13,15,4,4,4,5,8,12,13,14,6,7,8,11,12,13,15,16,10,10,11,11,12,11,13,13,13,14,9,9,9,11,11,12,20,20,9,9,9,11,11,12,10,15,17,12,13,13,14,15,17,7,10,10,11,11,10,12,13,3,8,9,9,9,10,11,15,7,13,14,7,13,14,10,12,13,12,12,12,13,13,10,10,11,14,16,12,12,12,10,10,11,6,6,6,7,7,8,8,8,8,8,4,10,10,11,12,13,12,13,14,5,5,6,6,6,11,12,13,14,14,21
060770032093,8,10,11,10,12,15,15,16,11,13,14,2,2,2,3,7,10,12,13,6,6,7,11,12,14,14,15,9,9,9,10,10,10,11,12,12,13,8,8,8,12,12,12,19,20,8,8,8,10,10,11,10,14,16,12,12,12,13,15,15,9,9,9,9,10,10,11,11,3,7,7,8,8,10,11,13,8,12,12,5,12,13,9,11,12,11,11,11,13,13,11,13,14,15,16,11,11,11,9,9,10,2,5,5,6,6,6,6,7,7,7,4,9,9,11,11,12,12,13,13,4,4,5,5,5,11,11,12,12,13,20
060770032101,13,14,14,12,15,17,18,21,11,12,13,5,5,5,5,11,12,14,15,9,11,11,11,12,12,13,19,14,14,14,15,15,9,13,16,17,18,11,12,13,10,13,13,13,17,13,13,13,14,14,15,11,13,18,17,17,18,12,13,14,6,12,13,13,14,11,16,17,5,6,12,12,13,11,11,17,8,13,14,11,16,17,9,11,14,11,11,12,14,16,8,11,13,15,19,15,15,16,12,14,15,8,9,10,10,10,11,11,11,11,11,3,14,14,12,16,16,11,14,17,7,8,8,9,9,11,15,17,17,18,17
060770032102,10,10,10,9,10,12,14,17,9,9,11,1,1,2,7,9,10,11,12,5,5,7,10,10,11,14,15,9,10,10,11,11,7,11,12,13,15,8,9,9,11,11,11,14,14,9,9,9,10,10,11,9,11,15,13,13,14,10,10,12,8,9,9,9,12,9,13,13,3,8,9,9,9,9,9,13,6,10,12,7,12,13,5,6,11,9,9,9,12,12,6,9,10,14,16,11,11,12,8,11,12,5,5,6,6,6,7,7,7,7,8,2,10,10,10,10,12,9,11,13,3,3,4,4,5,9,11,13,14,14,15
060770032131,16,16,17,12,13,18,18,18,10,11,12,7,7,7,13,14,11,12,17,11,12,13,10,11,12,12,17,16,16,16,16,16,8,11,14,19,20,13,14,15,12,12,12,14,14,15,15,15,15,16,16,10,12,16,19,19,20,11,11,13,6,14,14,15,16,10,18,18,7,14,14,14,14,10,11,19,8,13,13,12,15,17,7,14,16,10,10,10,13,18,8,10,11,15,21,14,14,18,13,16,17,10,11,11,12,12,12,13,13,13,13,5,11,16,12,13,18,10,13,17,9,9,9,10,11,11,14,18,19,19,16
060770032132,12,12,13,8,9,15,16,19,8,12,13,4,4,4,10,11,13,14,14,8,10,10,9,9,10,17,18,12,13,13,13,14,9,13,14,15,16,11,11,12,10,10,10,11,11,12,12,12,13,13,13,8,13,18,16,16,17,12,13,14,12,12,12,12,14,8,15,16,5,11,11,11,11,8,8,16,5,12,14,9,15,16,9,11,13,11,12,12,15,15,5,11,12,14,19,14,14,15,11,13,14,7,8,8,9,9,9,10,10,10,10,3,13,13,9,13,15,12,14,16,6,7,7,8,8,8,14,16,16,16,17
060770032133,11,12,12,9,10,13,15,19,9,10,11,3,3,4,9,11,10,12,13,7,7,9,10,10,11,16,17,11,12,12,13,13,7,11,13,14,15,10,11,11,11,11,11,15,15,11,11,11,12,12,13,9,11,16,15,15,16,10,11,12,10,11,11,11,14,9,15,15,4,10,10,11,11,9,9,13,6,11,12,9,14,15,7,9,13,9,10,10,14,14,6,11,13,14,18,13,14,15,10,13,14,7,7,8,8,8,9,9,9,9,10,1,12,12,10,11,14,10,13,15,5,6,6,6,7,9,13,15,15,16,15
060770032134,14,14,14,11,14,17,19,21,10,11,12,5,5,5,6,11,11,13,15,10,11,11,11,11,12,17,19,14,14,14,15,15,8,12,14,17,18,12,13,13,11,12,12,13,13,13,13,13,14,14,15,9,12,17,17,17,18,11,12,13,6,13,13,13,14,10,17,17,6,12,13,13,13,10,10,13,7,13,14,11,16,17,8,10,15,10,10,11,16,16,7,10,13,14,19,15,16,16,12,15,16,9,9,10,10,11,11,11,11,11,12,14,14,15,11,12,16,10,13,17,7,8,8,9,9,10,15,17,17,18,16
060770032141,13,13,14,8,9,13,16,20,8,10,12,5,5,5,11,12,11,12,15,9,11,11,9,9,10,15,19,13,14,14,14,14,8,12,14,17,18,12,12,13,10,10,10,12,12,13,13,13,14,14,15,8,12,16,16,17,17,11,11,13,6,12,13,13,13,8,16,16,6,12,12,12,12,8,8,13,5,13,13,10,16,17,7,10,14,10,10,10,16,16,5,8,11,12,19,14,15,16,12,14,15,8,9,9,10,11,11,11,11,11,11,14,14,14,9,12,16,10,13,17,7,8,8,9,9,8,15,16,17,17,16
060770032142,13,14,14,8,10,15,16,21,9,12,14,5,5,6,11,13,13,15,16,9,11,11,9,10,10,18,19,13,14,14,15,15,10,13,15,16,17,12,13,13,10,10,10,13,13,13,13,13,14,14,15,8,14,18,17,17,18,12,13,15,13,13,13,14,15,8,17,17,12,12,13,13,13,8,9,15,5,14,16,11,16,17,9,11,15,12,12,12,16,16,6,8,12,12,15,15,15,16,12,14,16,9,9,10,10,10,11,11,11,11,12,14,14,15,9,13,16,12,15,17,7,8,8,9,9,9,15,16,17,18,18
060770032151,18,20,21,12,15,15,21,26,13,14,14,14,14,14,17,19,15,18,21,16,16,17,13,15,15,19,20,19,19,19,20,20,15,16,20,22,23,15,18,19,15,15,15,18,19,19,19,19,17,17,17,14,15,18,22,23,23,13,14,14,16,16,17,17,20,13,16,22,15,17,18,18,18,15,16,16,15,16,20,16,17,19,12,16,20,13,13,15,15,22,16,16,19,22,26,16,16,21,16,20,21,15,15,16,16,16,16,16,16,16,17,14,14,20,14,15,22,12,15,20,13,13,14,14,16,15,16,22,23,26,18
060770032152,13,14,15,7,9,10,15,21,7,9,9,9,9,9,12,13,9,13,16,11,11,12,8,9,10,10,21,11,13,13,14,15,10,11,15,16,17,10,13,13,10,10,10,12,12,13,13,13,12,12,12,9,10,13,17,17,18,8,8,9,11,11,11,14,15,8,10,16,9,9,12,13,13,11,11,17,10,11,15,11,12,14,6,11,15,7,7,10,17,17,10,12,14,17,20,11,11,15,10,15,16,10,10,10,10,11,11,11,11,12,12,8,8,15,9,10,17,7,10,14,8,8,9,9,10,9,11,17,18,21,13
060770032153,14,15,16,8,11,11,12,17,9,10,10,10,10,10,13,15,9,11,14,12,12,13,9,11,11,15,16,14,15,15,16,16,11,12,16,18,19,11,14,15,11,11,11,15,15,15,15,15,13,14,14,10,11,15,19,19,20,9,10,10,12,13,13,16,16,9,12,18,7,10,14,14,14,12,12,18,11,11,12,13,14,15,12,15,16,8,9,11,18,18,12,14,16,19,22,13,13,17,12,16,17,9,11,11,11,12,12,12,12,12,14,10,10,15,11,12,18,8,11,16,10,10,10,10,12,11,13,18,19,22,14
060770032161,11,12,12,9,11,16,18,18,8,8,10,4,4,4,9,10,9,10,12,8,8,9,9,9,10,15,16,11,11,12,12,12,6,9,13,14,15,8,10,10,9,9,10,13,13,10,10,10,12,12,13,10,11,14,14,14,15,9,9,11,2,9,10,11,11,10,14,14,2,6,9,10,10,10,11,15,8,10,11,8,13,15,11,11,12,8,8,9,13,14,8,11,12,16,17,12,13,14,9,12,13,4,7,7,8,8,8,8,9,9,9,3,8,11,9,11,13,8,11,14,5,5,6,6,7,9,12,15,15,18,14
060770032162,14,14,15,9,11,16,16,20,8,8,10,7,7,7,11,13,9,10,14,10,11,11,9,9,10,15,18,14,14,14,15,15,6,10,12,17,18,11,12,13,9,9,9,10,10,13,13,13,13,14,14,10,10,14,17,17,18,9,9,11,11,12,12,14,14,10,16,17,5,12,12,13,13,10,11,17,9,11,11,11,13,15,12,14,14,8,8,9,11,16,9,10,12,14,19,12,12,16,11,14,15,7,10,10,10,10,11,11,11,11,12,6,10,14,9,11,16,8,11,15,7,7,8,8,9,9,12,17,18,20,14
060770032171,12,12,13,6,8,10,15,18,7,7,8,5,6,6,10,11,7,9,12,8,9,10,8,8,13,14,16,12,12,12,13,13,4,8,9,10,16,9,11,11,8,8,8,12,12,11,11,11,11,13,13,8,8,13,15,15,16,7,8,8,10,10,11,12,12,7,8,15,10,10,11,11,11,9,9,16,9,9,9,9,12,13,12,12,13,6,7,7,9,14,8,9,11,12,17,11,11,14,10,13,14,5,8,9,9,9,9,10,10,10,10,5,8,12,7,10,14,6,9,14,6,6,6,6,7,8,10,15,16,18,12
060770032172,12,12,13,7,9,10,18,19,8,8,9,6,6,6,9,11,8,10,13,5,8,9,8,8,9,14,15,11,12,12,13,13,10,11,15,15,16,8,11,11,9,9,9,13,13,11,11,11,12,12,13,9,9,13,15,15,16,8,9,9,9,10,10,12,12,8,9,14,2,7,7,10,10,10,10,15,10,10,11,9,12,14,4,9,12,7,8,10,14,14,9,10,11,14,17,12,13,14,9,12,13,7,8,8,8,9,9,9,9,9,10,6,7,12,8,10,14,7,10,15,6,6,6,6,8,8,12,15,16,18,13
060770033051,6,6,6,8,9,12,12,18,12,13,17,5,6,9,9,10,9,10,14,4,6,6,9,13,13,18,20,4,5,5,6,6,9,9,10,10,10,2,4,5,5,5,8,9,18,4,4,4,5,6,6,6,10,17,8,12,12,10,11,13,5,5,7,7,11,9,13,17,5,5,6,7,11,4,6,18,7,8,14,5,7,8,6,8,12,8,8,8,11,12,9,12,12,14,18,5,6,6,5,5,7,5,5,6,6,6,7,7,8,8,8,1,3,7,8,8,11,5,6,8,6,7,8,8,9,3,9,11,12,18,14
060770033052,5,6,8,7,9,12,14,18,11,13,18,6,7,10,10,11,11,13,13,5,7,7,9,11,11,12,12,4,4,5,5,8,10,11,11,11,12,3,6,6,4,5,10,11,18,6,6,6,5,5,6,6,14,18,8,12,12,10,15,15,4,7,7,7,7,10,12,18,4,6,8,8,12,4,7,19,7,7,15,6,7,8,5,8,13,5,10,10,10,11,7,7,11,15,15,5,6,6,7,7,7,6,6,7,7,7,7,8,9,9,9,2,3,9,10,10,11,4,6,7,7,8,9,9,10,5,7,10,14,19,14
060770033053,4,4,8,7,10,10,15,17,10,12,16,4,5,9,9,10,7,9,12,4,7,7,8,11,11,17,19,1,3,3,3,8,9,10,10,13,14,3,4,6,2,7,11,12,17,6,6,6,5,5,6,7,9,17,8,10,11,9,13,14,3,3,5,5,8,11,11,17,2,8,8,8,10,5,7,17,6,6,14,5,6,7,5,6,8,8,8,11,11,11,11,12,12,13,14,4,5,6,5,7,8,4,5,6,6,6,7,7,7,7,8,2,10,11,7,8,10,5,6,6,7,7,8,8,9,4,6,12,15,17,13
060770033061,7,8,8,11,12,12,14,15,14,15,16,5,6,7,7,8,7,10,15,2,3,3,12,12,16,16,18,6,6,7,8,8,9,10,10,10,12,4,5,6,6,16,16,16,17,5,5,5,7,8,8,12,15,15,8,15,15,12,13,13,6,7,8,8,9,8,8,15,4,6,7,9,9,12,15,16,9,10,10,2,9,10,6,10,12,8,13,14,14,14,9,11,12,12,13,7,8,8,6,7,8,3,4,4,4,5,5,5,5,6,6,4,5,6,8,9,16,8,10,11,4,5,6,6,7,9,10,12,13,16,16
060770033062,6,7,7,10,10,13,13,16,13,15,15,5,6,8,8,8,8,10,15,2,5,5,10,13,14,17,18,5,6,6,7,7,9,9,10,11,12,3,4,5,5,6,9,10,16,4,4,4,6,7,7,11,15,16,9,13,16,11,12,13,6,6,7,8,9,9,9,16,5,6,6,8,9,5,16,16,8,9,9,4,8,9,7,9,11,9,12,13,13,13,7,8,11,12,19,5,7,7,6,6,7,4,4,4,5,5,5,5,6,6,7,2,4,8,9,9,12,6,7,12,5,6,6,7,7,4,10,12,13,16,15
060770033071,7,7,8,12,13,13,13,14,12,13,14,4,4,5,5,6,8,10,13,2,2,4,10,12,14,15,16,6,7,8,8,8,9,9,10,10,12,4,5,6,15,15,15,16,16,6,6,6,7,7,7,12,13,14,10,10,13,11,13,13,6,6,8,8,9,10,10,13,5,6,6,7,7,11,13,14,10,10,10,4,9,10,8,8,10,9,10,12,12,12,11,12,13,14,17,8,8,9,7,8,9,2,3,3,3,3,4,4,4,5,5,5,7,8,9,11,14,9,10,11,2,3,4,5,5,10,11,11,14,14,16
060770033072,7,7,7,11,12,13,14,15,12,13,14,4,6,6,6,7,9,10,13,1,2,4,9,11,16,16,17,6,7,7,8,8,8,8,9,11,12,3,5,7,15,15,15,15,15,7,7,7,6,7,7,11,13,14,10,10,10,11,11,12,6,6,6,8,8,10,10,15,5,6,6,7,8,11,15,15,9,10,12,4,8,10,7,8,9,10,11,12,12,12,11,11,13,15,18,7,8,8,7,8,8,2,3,4,4,4,4,5,5,6,6,4,8,9,10,11,15,8,9,11,4,5,5,6,6,9,11,11,14,15,15
060770033073,5,5,8,10,11,14,15,16,12,12,15,1,3,7,7,8,8,10,13,3,6,6,9,11,12,16,18,4,4,5,5,8,7,8,8,12,13,2,3,6,6,6,11,11,16,6,6,6,5,5,6,11,14,15,11,11,11,9,11,12,4,4,6,7,8,11,11,16,3,7,7,7,9,7,15,16,7,8,13,5,7,8,7,8,8,10,10,12,12,12,8,10,16,16,18,6,6,7,5,7,8,2,3,4,4,5,5,5,5,6,6,4,9,9,9,10,15,7,8,8,5,6,6,7,7,8,9,12,14,15,15
060770033081,4,9,10,6,8,8,12,17,10,10,11,8,8,11,11,12,5,10,15,9,10,10,6,7,8,8,12,5,5,5,10,10,5,10,11,12,13,6,7,9,4,7,7,10,12,9,9,9,4,4,12,5,11,17,7,9,10,5,7,9,6,6,6,8,12,11,11,12,5,10,11,13,13,7,7,12,6,7,13,3,4,9,6,8,10,10,11,12,13,13,8,9,13,13,14,4,4,7,8,9,9,7,8,8,9,9,9,9,9,11,11,5,11,14,5,10,11,4,6,6,10,10,10,11,11,5,7,8,12,16,12
060770033101,9,9,10,13,13,13,13,15,13,13,14,4,4,4,5,7,8,12,13,3,5,5,12,13,13,14,16,7,7,8,8,9,10,10,11,11,12,5,6,8,14,14,14,17,17,6,6,6,9,9,10,12,13,14,9,10,10,13,13,15,7,8,8,9,9,9,10,12,5,6,6,6,8,12,13,13,10,12,12,4,11,12,7,9,11,9,9,9,13,13,10,11,12,15,16,9,10,10,7,8,9,3,3,3,3,6,6,6,6,6,6,6,7,7,9,10,14,11,12,13,2,3,4,4,5,10,11,13,13,13,18
060770033102,9,10,10,12,12,13,15,15,14,14,15,6,6,6,7,8,7,9,15,1,1,4,12,13,16,16,17,6,8,9,10,10,11,11,11,11,14,4,6,8,15,15,15,15,17,4,4,4,7,10,10,14,14,16,8,14,15,14,15,15,5,7,8,10,10,8,8,15,4,7,8,8,10,13,15,15,10,11,12,2,11,12,6,7,11,8,8,14,14,14,9,10,11,13,13,8,10,10,6,7,10,2,3,3,6,7,7,7,7,8,8,5,6,7,7,9,16,12,12,13,3,5,5,6,6,9,12,12,14,15,17
060770033111,8,9,10,11,12,14,14,16,11,14,15,5,5,5,6,8,9,9,15,4,4,4,12,13,14,14,14,8,9,10,10,10,11,11,11,11,14,6,7,9,12,12,13,18,18,7,7,7,9,10,10,12,14,16,10,12,14,14,15,15,8,8,9,10,10,10,10,12,4,6,9,9,10,12,12,14,12,12,12,4,12,13,8,10,12,10,10,14,14,14,7,10,14,14,15,10,10,11,8,9,10,2,3,3,5,6,7,7,7,8,8,7,7,8,10,11,12,12,12,14,4,5,5,5,5,11,11,12,12,14,18
060770033112,10,11,11,12,13,14,15,17,12,14,15,5,5,5,6,8,9,9,14,4,5,5,13,14,14,14,15,8,9,9,9,9,11,11,12,13,13,7,7,9,13,13,14,18,18,7,7,7,10,10,11,13,15,15,11,11,11,14,15,16,8,8,9,10,10,11,11,13,6,6,7,9,10,13,13,15,9,12,13,5,12,13,8,10,13,10,11,14,14,14,8,11,14,14,16,11,11,11,9,10,10,2,2,4,4,7,7,7,7,7,8,7,8,9,10,12,13,12,13,14,5,5,5,5,5,11,12,13,13,14,19
060770033121,6,6,8,7,9,10,13,17,11,11,12,7,8,11,11,11,9,12,12,6,8,8,8,8,10,10,12,6,6,6,7,8,9,10,10,12,13,5,7,7,4,5,8,10,10,7,7,7,5,5,5,4,13,18,7,11,11,7,8,10,6,6,7,7,8,9,12,18,6,7,9,10,13,5,9,12,4,4,17,5,6,8,1,7,14,3,4,9,9,11,4,7,11,11,13,5,5,8,6,7,8,7,8,8,9,9,9,9,9,10,10,3,5,9,8,9,10,5,7,14,8,10,10,11,11,3,6,10,10,17,12
060770033122,5,5,8,8,8,10,13,17,10,10,11,7,8,11,11,12,5,10,11,6,8,9,6,8,8,10,11,5,5,8,8,9,3,11,11,11,11,4,7,8,3,6,8,10,10,8,8,8,4,4,13,3,11,17,7,10,10,7,7,12,6,6,7,7,8,9,9,10,5,7,9,9,12,5,7,12,3,4,4,3,4,7,6,8,8,4,6,8,9,10,4,7,11,13,15,4,5,7,7,7,8,7,8,8,8,8,9,9,9,9,10,3,5,10,8,9,10,4,4,4,8,9,9,10,11,6,8,9,10,16,12
060770033123,4,5,6,6,8,10,12,16,10,10,11,6,7,10,10,11,8,11,12,5,7,8,6,8,9,10,17,5,5,7,7,7,8,9,9,11,11,3,6,6,3,4,9,9,17,6,6,6,3,4,4,4,12,17,6,10,10,6,8,9,5,5,6,6,7,8,10,17,4,6,8,8,12,2,5,17,3,3,5,5,6,6,5,7,12,2,4,8,8,9,3,6,10,11,15,3,4,4,6,6,7,7,7,7,7,7,8,8,8,8,9,2,6,8,8,8,9,5,5,6,7,8,8,9,10,2,5,8,9,16,12
060770033131,7,7,9,7,10,12,13,19,12,13,13,11,13,13,13,14,8,13,14,7,8,10,9,10,10,13,13,6,7,7,8,8,10,10,11,13,14,6,7,9,5,5,8,9,10,7,7,7,5,6,6,4,14,19,8,13,13,8,10,12,6,6,9,10,14,9,13,20,8,8,11,14,15,5,10,13,3,7,18,6,7,9,3,7,16,5,6,8,9,12,6,6,15,16,17,6,6,9,6,6,9,9,9,10,10,10,11,11,12,12,13,4,9,14,8,9,11,7,8,15,10,11,11,12,12,3,5,9,11,19,12
060770033132,7,8,14,4,10,10,13,18,12,12,13,10,13,13,13,14,7,12,13,7,9,10,3,5,8,10,12,6,7,7,7,8,7,7,10,13,14,6,7,9,6,8,9,10,10,7,7,7,6,6,14,3,13,19,7,9,12,9,14,15,7,7,7,8,10,9,9,12,8,9,11,14,15,5,9,13,5,5,7,5,6,9,8,10,15,8,10,10,12,14,6,8,10,11,15,5,6,12,7,7,7,10,10,10,10,11,12,12,12,12,12,5,9,14,8,10,10,5,6,6,10,11,11,12,12,6,9,10,10,18,11
060770034031,7,12,13,13,16,17,17,18,16,16,19,10,10,10,11,12,8,13,19,8,8,11,11,17,18,18,19,7,12,13,13,13,12,15,15,15,15,6,9,11,9,9,17,17,17,6,6,6,12,12,12,17,18,20,9,19,19,17,18,19,7,8,12,13,14,9,9,18,6,6,12,13,13,16,18,19,11,14,15,6,14,15,14,15,18,9,18,18,19,19,7,10,11,11,14,9,13,13,7,8,13,8,8,8,10,10,10,10,10,11,12,4,10,13,8,10,17,14,16,18,8,9,9,10,10,10,10,14,17,17,18
060770034032,7,12,13,13,16,16,17,18,16,16,18,10,10,10,11,11,8,13,18,7,7,10,10,17,17,18,19,7,11,12,12,12,14,14,15,15,18,6,8,11,8,8,17,17,17,6,6,6,12,12,12,16,18,19,10,10,18,17,17,18,7,8,11,12,13,9,10,17,5,6,11,13,13,16,18,18,12,14,15,6,14,15,13,14,14,9,9,17,17,18,7,10,11,11,14,9,13,13,7,8,13,7,7,7,9,9,9,10,10,10,11,3,9,13,9,10,16,14,16,18,7,8,8,9,10,10,10,14,16,17,18
060770034033,6,11,12,12,15,15,16,18,14,15,19,9,9,9,10,11,7,12,18,7,7,10,9,15,16,17,18,6,6,11,12,12,8,14,14,14,17,5,8,10,5,8,15,15,16,5,5,5,11,11,12,16,16,18,8,16,18,16,17,18,6,7,11,12,13,8,8,16,5,5,11,12,12,15,17,17,10,13,14,5,13,14,10,14,17,8,18,18,18,18,6,9,10,10,13,12,12,12,6,7,12,7,7,8,9,9,9,9,9,10,10,3,9,12,8,9,15,14,14,15,6,8,8,9,9,8,9,13,15,16,17
060770034041,6,14,14,5,13,15,17,19,14,14,21,12,13,13,13,14,14,16,21,8,8,10,6,15,15,16,17,7,13,14,14,14,6,10,14,15,17,8,10,13,5,8,13,15,15,8,8,8,13,13,13,16,18,22,7,8,20,19,19,21,8,9,14,14,15,5,7,16,7,8,12,13,15,10,16,16,8,16,16,8,14,16,12,16,17,6,16,19,20,20,6,9,11,14,16,14,14,14,8,14,15,9,10,11,12,12,12,12,12,12,14,5,12,14,6,7,15,11,15,15,11,11,12,12,12,5,5,15,15,18,15
060770034042,8,14,14,14,15,18,18,20,14,15,21,13,14,14,14,14,14,16,21,8,8,10,6,15,16,17,17,6,13,13,14,14,6,11,15,16,18,9,10,13,8,13,15,15,16,9,9,9,13,14,14,16,18,22,6,7,8,19,19,21,8,8,14,14,15,6,7,16,7,13,13,14,16,9,16,16,9,16,16,9,14,16,12,16,17,7,18,20,20,20,3,6,9,17,18,14,14,15,8,15,16,9,10,12,12,12,12,12,12,13,14,6,12,15,6,8,15,11,16,16,11,11,12,12,13,5,6,15,16,18,15
060770034043,7,12,13,13,14,14,16,18,13,13,20,11,11,12,12,13,13,15,20,7,7,9,6,14,14,16,18,7,7,12,12,13,9,13,14,16,18,7,9,11,7,11,14,14,14,7,7,7,11,12,12,14,17,21,7,7,19,18,18,20,6,8,13,13,14,6,7,15,6,7,13,14,14,10,15,15,9,15,15,7,13,15,11,16,19,5,18,19,19,19,3,6,8,11,17,12,13,13,7,13,14,8,9,9,10,11,11,11,11,12,12,4,11,13,6,8,14,10,14,16,8,10,11,11,11,6,6,14,14,17,15
